0.00  1.000000000000000
0.02  1.020201340026756
0.04  1.040810774192388
0.06  1.061836546545360
0.08  1.083287067674959
0.10  1.105170918075647
0.12  1.127496851579376
0.14  1.150273798857227
0.16  1.173510870991810
0.18  1.197217363121810
0.20  1.221402758160170
0.22  1.246076730587381
0.24  1.271249150321405
0.26  1.296930086665772
0.28  1.323129812337437
0.30  1.349858807576003
0.32  1.377127764335957
0.34  1.404947590563594
0.36  1.433329414560341
0.38  1.462284589434224
0.40  1.491824697641270
0.42  1.521961555618634
0.44  1.552707218511336
0.46  1.584073984994482
0.48  1.616074402192893
0.50  1.648721270700100
0.52  1.682027649698859
0.54  1.716006862184830
0.56  1.750672500296072
0.58  1.786038430750044
0.60  1.822118800390478
0.62  1.858928041846311
0.64  1.896480879304919
0.66  1.934792334401999
0.68  1.973877732230415
0.70  2.013752707470442
0.72  2.054433210643853
0.74  2.095935514494330
0.76  2.138276220496783
0.78  2.181472265498165
0.80  2.225540928492430
0.82  2.270499837532368
0.84  2.316366976781052
0.86  2.363160693705756
0.88  2.410899706417170
0.90  2.459603111156909
0.92  2.509290389936256
0.94  2.559981418329230
0.96  2.611696473423074
0.98  2.664456241929373
1.00  2.718281828459000
