-1.0000000000000000e+00 1.7000000000000000e+00
-9.8999999999999999e-01 1.6623392000000001e+00
-9.7999999999999998e-01 1.6253536000000000e+00
-9.6999999999999997e-01 1.5890384000000000e+00
-9.5999999999999996e-01 1.5533887999999998e+00
-9.4999999999999996e-01 1.5183999999999997e+00
-9.3999999999999995e-01 1.4840671999999999e+00
-9.2999999999999994e-01 1.4503855999999999e+00
-9.2000000000000004e-01 1.4173504000000001e+00
-9.1000000000000003e-01 1.3849568000000001e+00
-9.0000000000000002e-01 1.3532000000000002e+00
-8.9000000000000001e-01 1.3220752000000000e+00
-8.8000000000000000e-01 1.2915775999999999e+00
-8.7000000000000000e-01 1.2617023999999999e+00
-8.5999999999999999e-01 1.2324447999999997e+00
-8.4999999999999998e-01 1.2038000000000000e+00
-8.3999999999999997e-01 1.1757632000000000e+00
-8.2999999999999996e-01 1.1483295999999998e+00
-8.2000000000000006e-01 1.1214944000000002e+00
-8.1000000000000005e-01 1.0952528000000001e+00
-8.0000000000000004e-01 1.0696000000000001e+00
-7.9000000000000004e-01 1.0445312000000002e+00
-7.8000000000000003e-01 1.0200416000000001e+00
-7.7000000000000002e-01 9.9612639999999997e-01
-7.6000000000000001e-01 9.7278079999999989e-01
-7.5000000000000000e-01 9.4999999999999996e-01
-7.3999999999999999e-01 9.2777920000000014e-01
-7.2999999999999998e-01 9.0611359999999985e-01
-7.1999999999999997e-01 8.8499839999999996e-01
-7.0999999999999996e-01 8.6442880000000000e-01
-6.9999999999999996e-01 8.4440000000000004e-01
-6.8999999999999995e-01 8.2490719999999995e-01
-6.7999999999999994e-01 8.0594559999999982e-01
-6.6999999999999993e-01 7.8751039999999983e-01
-6.5999999999999992e-01 7.6959679999999986e-01
-6.4999999999999991e-01 7.5219999999999987e-01
-6.4000000000000001e-01 7.3531520000000006e-01
-6.3000000000000000e-01 7.1893760000000007e-01
-6.2000000000000000e-01 7.0306240000000009e-01
-6.0999999999999999e-01 6.8768479999999998e-01
-5.9999999999999998e-01 6.7279999999999995e-01
-5.8999999999999997e-01 6.5840319999999997e-01
-5.8000000000000007e-01 6.4448960000000000e-01
-5.7000000000000006e-01 6.3105440000000002e-01
-5.6000000000000005e-01 6.1809280000000011e-01
-5.5000000000000004e-01 6.0560000000000003e-01
-5.4000000000000004e-01 5.9357120000000008e-01
-5.3000000000000003e-01 5.8200160000000001e-01
-5.2000000000000002e-01 5.7088640000000002e-01
-5.1000000000000001e-01 5.6022079999999996e-01
-5.0000000000000000e-01 5.5000000000000004e-01
-4.8999999999999999e-01 5.4021920000000001e-01
-4.7999999999999998e-01 5.3087359999999995e-01
-4.6999999999999997e-01 5.2195839999999993e-01
-4.5999999999999996e-01 5.1346880000000006e-01
-4.4999999999999996e-01 5.0539999999999985e-01
-4.3999999999999995e-01 4.9774720000000000e-01
-4.2999999999999994e-01 4.9050559999999999e-01
-4.2000000000000004e-01 4.8367039999999994e-01
-4.1000000000000003e-01 4.7723680000000002e-01
-4.0000000000000002e-01 4.7119999999999995e-01
